School Code,School Name,School Address1,School Address2,School City,School Province,School Postal Code,School Phone
6913,Kingslake Colony School,P.O. Box 40,,Foremost,AB,T0K0X0,(403) 867-2288
6915,Sunrise Colony School,Box 590,,Etzikom,AB,T0K0W0,(403) 666-2193
6916,Mayfield Hutterite Colony School,918 - 2nd Ave,,Dunmore,AB,T1B0K3,(403) 666-3750
6918,Starbrite Hutterite Colony School,918 - 2nd Ave.,,Dunmore,AB,T1B0K3,(403) 867-2243
6919,Prairie Rose Regional Division Home Education,1002B Allowance Ave. SE,,Medicine Hat,AB,T1A3G8,
6970,St. Michaels School,302 - 2 Avenue E,"
Bag 9900",Bow Island,AB,T0K0G0,(403) 545-2131
6990,Cherry Coulee Christian Academy,Bag 10370,,Bow Island,AB,T0K0G0,(403) 545-2107
7050,Vimy Ridge,8205 - 90 Avenue,,Edmonton,AB,T6C1N8,(780) 465-5461
7051,Eastglen School,11430 - 68 Street,,Edmonton,AB,T5B1P1,(780) 479-1991
7052,Queen Elizabeth School,9425 - 132 Avenue,,Edmonton,AB,T5E0Y4,(780) 476-8671
7053,Ross Sheppard School,13546 - 111 Avenue,,Edmonton,AB,T5M2P2,(780) 448-5000
7054,Strathcona School,10450 - 72 Avenue,,Edmonton,AB,T6E0Z6,(780) 439-3957
7055,Victoria School,10210 - 108 Avenue,,Edmonton,AB,T5H1A8,(780) 426-3010
7057,W P Wagner School,6310 Wagner Road,,Edmonton,AB,T6E4N5,(780) 469-1315
7058,McNally School,8440 - 105 Avenue,,Edmonton,AB,T6A1B6,(780) 469-0442
7059,Harry Ainlay School,4350 - 111 Street,,Edmonton,AB,T6J1E8,(780) 413-2700
7063,M. E. LaZerte School,6804 - 144 Avenue,,Edmonton,AB,T5C3C7,(780) 408-9800
7066,Old Scona School,10523 - 84 Avenue,,Edmonton,AB,T6E2H5,(780) 433-0627
7071,Jasper Place School,8950 - 163 Street,,Edmonton,AB,T5R2P2,(780) 408-9000
7075,J Percy Page School,2707 Millwoods Road N.W.,,Edmonton,AB,T6K4A6,(780) 462-3322
7090,Metro Continuing Education,7835 76 Avenue NW,,Edmonton,AB,T6C2N1,(780) 428-1111
7100,Abbott School,12045 - 34 Street,,Edmonton,AB,T5W1Z5,(780) 477-7310
7104,Athlone School,12940 - 129 Street,,Edmonton,AB,T5L1J3,(780) 455-5823
7106,Beacon Heights School,4610 - 121 Avenue,,Edmonton,AB,T5W1M8,(780) 479-4038
7107,Belgravia School,11605 - 74 Avenue,,Edmonton,AB,T6G0G1,(780) 435-5560
7109,Belvedere School,13359 - 62 Street,,Edmonton,AB,T5A0V5,(780) 476-2022
7113,Calder School,12950 - 118 Street,,Edmonton,AB,T5E5L2,(780) 454-4313
7115,Coronation School,6225-127 Street,,Edmonton,AB,T6H3W8,(780) 408-7942
7118,Delton School,12126 - 89 Street,,Edmonton,AB,T5B3W4,(780) 477-8742
7121,Dovercourt School,13910 - 122 Avenue,,Edmonton,AB,T5L2W3,(780) 455-6171
7123,Forest Heights School,10304 - 81 Street,,Edmonton,AB,T6A3X4,(780) 466-0312
7126,Glenora School,13520 - 102 Avenue,,Edmonton,AB,T5N0N7,(780) 452-4740
7127,Gold Bar School,10524 - 46 Street,,Edmonton,AB,T6A1Y3,(780) 466-4116
7128,Grandview Heights School,6225 - 127 Street,,Edmonton,AB,T6H3W8,(780) 434-1502
7129,Grovenor School,10345 - 144 Street,,Edmonton,AB,T5N2V3,(780) 455-0832
7132,Hazeldean School,6715 - 97 Street,,Edmonton,AB,T6E3J9,(780) 433-7583
7136,Inglewood School,11515 - 127 Street,,Edmonton,AB,T5M0V4,(780) 455-4673
7137,Kensington School,13410 - 119 Street,,Edmonton,AB,T5E5N1,(780) 455-1836
7138,Kildare School,7525 - 144 Avenue,,Edmonton,AB,T5C2R8,(780) 476-5675
7141,Lauderdale School,10610 - 129 Avenue,,Edmonton,AB,T5E4V6,(780) 475-8737
7143,McArthur School,13535 - 134 Street,,Edmonton,AB,T5L1W3,(780) 455-2728
7146,Brookside School,5504 - 143 Street,,Edmonton,AB,T6H4E5,(780) 434-0464
7149,Mee-Yah-Noh School,9228 - 128 A Ave,,Edmonton,AB,T5E0J8,(780) 475-1929
7150,Mill Creek School,9735 80 ave NW,,Edmonton,AB,T6E1S8,(780) 433-5746
7156,Norwood School,9520 - 111 Avenue,,Edmonton,AB,T5G0A6,(780) 477-1002
7161,Prince Charles School,12325 - 127 Street,,Edmonton,AB,T5L0Z9,(780) 455-5533
7164,Queen Alexandra School,7730 - 106 Street,,Edmonton,AB,T6E4W3,(780) 439-2516
7168,Riverdale School,8901 - 101 Avenue,,Edmonton,AB,T5H0B1,(780) 425-7600
7170,Rutherford School,8620 - 91 Street,,Edmonton,AB,T6C3N2,(780) 466-2891
7171,Scott Robertson School,13515 - 107 Street,,Edmonton,AB,T5E4W3,(780) 475-3565
7176,Patricia Heights School,16216 - 78 Avenue,,Edmonton,AB,T5R3E6,(780) 487-0550
7177,Virginia Park School,7324 - 109 Avenue,,Edmonton,AB,T5B0A1,(780) 477-8152
7178,Greenfield School,3735 - 114 Street,,Edmonton,AB,T6J2G6,(780) 434-8581
7180,Lansdowne School,12323 - 51 Avenue,,Edmonton,AB,T6H0M6,(780) 434-3160
7182,Windsor Park School,8720 - 118 Street,,Edmonton,AB,T6G1T5,(780) 433-3924
7184,Glengarry School,9211 - 135 Avenue,,Edmonton,AB,T5E1N7,(780) 476-5373
7185,Lendrum School,11330 - 54 Avenue,,Edmonton,AB,T6H0V7,(780) 434-3588
7186,Malmo School,4716 - 115 Street,,Edmonton,AB,T6H3N8,(780) 434-1362
7187,Princeton School,7720 - 130 Avenue,,Edmonton,AB,T5C1Y2,(780) 476-2344
7188,J A Fife School,15004 - 76 Street,,Edmonton,AB,T5C1C2,(780) 476-0775
7189,Waverley School,6825 - 89 Avenue,,Edmonton,AB,T6B0N3,(780) 469-6682
7191,Northmount School,14020 - 88A Street,,Edmonton,AB,T5E3J4,(780) 475-5162
7193,Clara Tyner School,9420 Ottewell Road,,Edmonton,AB,T6B2E2,(780) 469-5339
7194,Delwood School,7315 Delwood Road,,Edmonton,AB,T5C3A9,(780) 476-3969
7195,McKee School,10725 - 51 Avenue,,Edmonton,AB,T6H0L3,(780) 435-7140
7197,Westbrook School,11915 - 40 Avenue,,Edmonton,AB,T6J0S1,(780) 438-4200
7198,York School,13915 - 61 Street,,Edmonton,AB,T5A1P3,(780) 476-6336
7200,McLeod School,14807 - 59 Street,,Edmonton,AB,T5A1Y3,(780) 478-2927
7201,Richard Secord School,4025 - 117 Street,,Edmonton,AB,T6J1T4,(780) 436-9839
7204,Elmwood School,16325 - 83 Avenue,,Edmonton,AB,T5R3V8,(780) 489-6749
7207,James Gibbons School,8945 - 153 Street,,Edmonton,AB,T5R1P1,(780) 489-8020
7208,Lynnwood School,15451 - 84 Avenue,,Edmonton,AB,T5R3Y1,(780) 489-4500
7209,Mayfield School,10950 - 159 Street,,Edmonton,AB,T5P3C1,(780) 489-5100
7210,Meadowlark School,9150 - 160 Street,,Edmonton,AB,T5R2J2,(780) 489-5200
7211,Rio Terrace Elementary School,7608 - 154 Street,,Edmonton,AB,T5R1R7,(780) 481-6866
7213,Youngstown School,10330 - 163 Street,,Edmonton,AB,T5P3N5,(780) 489-4600
7214,John Barnett School,14840 - 72 Street,,Edmonton,AB,T5C3E5,(780) 478-1351
7215,Evansdale School,9303 - 150 Avenue,,Edmonton,AB,T5E2N7,(780) 476-3331
7216,Thorncliffe School,8215 - 175 Street,,Edmonton,AB,T5T0G9,(780) 487-2061
7218,Duggan School,10616 - 36A Avenue,,Edmonton,AB,T6J0C9,(780) 434-0319
7220,Grace Martin School,8210 - 36 Avenue,,Edmonton,AB,T6K0C7,(780) 462-7121
7223,Malcolm Tweddle School,2340 Millbourne Road W.,,Edmonton,AB,T6K1Y9,(780) 462-3270
7224,Lee Ridge School,440 Millbourne Road E.,,Edmonton,AB,T6K1Y8,(780) 462-3230
7225,Caernarvon School,14820 - 118 Street,,Edmonton,AB,T5X1T4,(780) 456-7020
7226,Brander Gardens School,14865 - 56 Avenue,,Edmonton,AB,T6H5G2,(780) 436-6740
7228,Belmont School,3310 - 132A Avenue,,Edmonton,AB,T5A3T1,(780) 476-9590
7229,Overlanders School,1150 Hermitage Road,,Edmonton,AB,T5A4L4,(780) 476-3361
7232,Rideau Park School,10605 - 42 Avenue,,Edmonton,AB,T6J3Z9,(780) 437-0010
7233,Ekota School,1395 Knottwood Road E.,,Edmonton,AB,T6K2P5,(780) 462-5112
7234,Aldergrove School,8525 - 182 Street,,Edmonton,AB,T5T1X1,(780) 487-5182
7235,Satoo School,8515 - 17 Avenue,,Edmonton,AB,T6K2C7,(780) 462-5125
7236,Belmead School,9011 - 182 Street,,Edmonton,AB,T5T2Y9,(780) 481-3314
7237,Callingwood Elementary School,17335 - 76 Avenue,,Edmonton,AB,T5T2B1,(780) 487-0727
7238,Sifton School,4305 - 134 Avenue,,Edmonton,AB,T5A3R5,(780) 476-7953
7239,Kameyosek School,250 Lakewood Road E.,,Edmonton,AB,T6K3L4,(780) 462-8724
7240,Homesteader School,4455 - 128 Avenue,,Edmonton,AB,T5A3M9,(780) 478-1139
7241,Steinhauer School,10717 - 32A Avenue,,Edmonton,AB,T6J4A6,(780) 437-1080
7242,Lorelei School,16230 - 103 Street,,Edmonton,AB,T5X3A9,(780) 456-4488
7243,Sweet Grass School,11351 - 31 Avenue,,Edmonton,AB,T6J4T6,(780) 437-0366
7246,Dunluce School,11735 - 162 Avenue,,Edmonton,AB,T5X4M6,(780) 456-9080
7247,Baturyn School,10603 - 172 Avenue,,Edmonton,AB,T5X4X4,(780) 456-6727
7248,Ormsby School,6323 - 184 Street,,Edmonton,AB,T5T3K1,(780) 481-4646
7249,Meyonohk School,1850 Lakewood Road S.,,Edmonton,AB,T6K3Y5,(780) 463-7627
7250,Greenview School,5904 - 38 Avenue,,Edmonton,AB,T6L3P5,(780) 462-0660
7251,Sakaw School,5730 - 11A Avenue,,Edmonton,AB,T6L3A9,(780) 463-1854
7253,Bannerman School,14112 - 23 Street,,Edmonton,AB,T5Y2B9,(780) 478-7706
7254,Keheewin School,1910 - 105 Street,,Edmonton,AB,T6J5J8,(780) 438-3874
7255,Hillview School,355 Woodvale Road E.,,Edmonton,AB,T6L5C3,(780) 463-8108
7257,Meyokumin School,5703 - 19A Avenue,,Edmonton,AB,T6L4J8,(780) 463-8409
7258,Pollard Meadows School,1715 - 48 Street,,Edmonton,AB,T6L3J6,(780) 463-8680
7259,Menisa School,933 Knottwood Road S.,,Edmonton,AB,T6K3Y9,(780) 463-8474
7260,Centennial School,17420 - 57 Avenue,,Edmonton,AB,T6M1K4,(780) 481-5590
7262,Kirkness School,610 Kirkness Road,,Edmonton,AB,T5Y2K4,(780) 473-5924
7263,Crawford Plains School,4210 - 12 Avenue,,Edmonton,AB,T6L5V6,(780) 463-7211
7264,Daly Grove School,1888 - 37 Street,,Edmonton,AB,T6L2R2,(780) 450-1532
7265,Weinlos School,2911 - 48 Street,,Edmonton,AB,T6L5T7,(780) 462-5261
7267,LaPerle School,18715 - 97A Avenue,,Edmonton,AB,T5T4C1,(780) 483-1864
7269,Lymburn School,18710 - 72 Avenue,,Edmonton,AB,T5T5E9,(780) 487-1777
7270,Tipaskan School,1200 Lakewood Road S.,,Edmonton,AB,T6K4A3,(780) 462-5031
7273,Fraser School,14904 - 21 Street,,Edmonton,AB,T5Y2L6,(780) 472-0131
7274,Minchau School,3615 Millwoods Road E.,,Edmonton,AB,T6L5X2,(780) 461-0616
7275,Julia Kiniski School,4304 - 41 Avenue,,Edmonton,AB,T6L5Y6,(780) 462-4622
7276,Bisset School,3020 - 37 Street,,Edmonton,AB,T6L5X1,(780) 450-6536
7277,Lago Lindo School,17303 - 95 Street,,Edmonton,AB,T5Z2Z1,(780) 456-6980
7278,Earl Buxton School,250 Rhatigan Road E.,,Edmonton,AB,T6R2H7,(780) 435-1577
7279,George H Luck School,300 Bulyea Road,,Edmonton,AB,T6R2L4,(780) 438-5011
7280,Velma E. Baker School,2845 - 43A Avenue,,Edmonton,AB,T6T1J9,(780) 440-4088
7281,Michael A Kostek Elementary School,5303 - 190 Street,,Edmonton,AB,T6M2L2,(780) 489-7277
7500,Allendale School,6415 - 106 Street,,Edmonton,AB,T6H2V5,(780) 434-6756
7501,Avonmore School,7835 - 76 Avenue,,Edmonton,AB,T6C2N1,(780) 466-2976
7502,Balwin School,7055 - 132 Avenue,,Edmonton,AB,T5C2A7,(780) 475-3646
7503,Crestwood School,9735 - 144 Street,,Edmonton,AB,T5N2T3,(780) 452-4525
7504,Brightview School,15425 - 106 Avenue,,Edmonton,AB,T5P0W3,(780) 484-6631
7505,Donnan School,7803 - 87 Street,,Edmonton,AB,T6C3G6,(780) 466-8573
7509,Garneau School,10925 - 87 Avenue,,Edmonton,AB,T6G0X4,(780) 433-1390
7512,Hardisty School,10534 - 62 Street,,Edmonton,AB,T6A2M3,(780) 469-0426
7513,Highlands School,6015 118 Avenue NW,,Edmonton,AB,T5W4C2,(780) 479-4206
7514,Holyrood School,7920 - 94 Avenue,,Edmonton,AB,T6C1W4,(780) 466-2292
7516,Killarney School,13110 - 91 Street,,Edmonton,AB,T5E3P6,(780) 475-1737
7517,King Edward School,8530 - 101 Street,,Edmonton,AB,T6E3Z5,(780) 439-2491
7518,Laurier Heights School,8210 - 142 Street,,Edmonton,AB,T5R0L9,(780) 483-5352
7521,John A. McDougall School,10930 - 107 Street,,Edmonton,AB,T5H2Z4,(780) 426-0205
7522,D S MacKenzie School,4020 - 106 Street,,Edmonton,AB,T6J1A6,(780) 438-9103
7523,McKernan School,11330 - 76 Avenue,,Edmonton,AB,T6G0K1,(780) 435-4163
7524,Mount Pleasant School,10541 - 60A Avenue,,Edmonton,AB,T6H1K4,(780) 434-6766
7527,Oliver School,10227 - 118 Street,,Edmonton,AB,T5K2V4,(780) 488-1221
7528,Ottewell School,9435 - 73 Street,,Edmonton,AB,T6B2A9,(780) 466-7331
7529,Parkallen School,6703 - 112 Street,,Edmonton,AB,T6H3J9,(780) 434-8503
7531,Parkview School,14313 - 92 Avenue,,Edmonton,AB,T5R5B3,(780) 483-3415
7532,Steele Heights School,14607-59 Street,,Edmonton,AB,T5A1Y3,(780) 478-5319
7534,Londonderry School,7104 - 144 Avenue,,Edmonton,AB,T5C2R4,(780) 473-4560
7535,Rosslyn School,13215 - 113A Street,,Edmonton,AB,T5E5B9,(780) 453-1576
7537,Spruce Avenue School,11424 - 102 Street,,Edmonton,AB,T5G2E7,(780) 479-0155
7538,Riverbend School,14820 - 53 Avenue,,Edmonton,AB,T6H4C6,(780) 434-7914
7542,Westglen School,10950 - 127 Street,,Edmonton,AB,T5M0S7,(780) 454-3449
7543,Westminster School,13712 - 104 Avenue,,Edmonton,AB,T5N0W4,(780) 452-4343
7544,Westmount School,11124 - 130 Street,,Edmonton,AB,T5M0J2,(780) 452-8350
7546,Kenilworth School,7005 - 89 Avenue,,Edmonton,AB,T6B0N3,(780) 466-2104
7550,Avalon Junior School,5425 - 114 Street,,Edmonton,AB,T6H3M1,(780) 434-8402
7551,Britannia School,16018 - 104 Avenue,,Edmonton,AB,T5P0S3,(780) 489-5300
7552,Hillcrest School,16400 - 80 Avenue,,Edmonton,AB,T5R3M6,(780) 489-2516
7553,Stratford Elementary/Junior High School,8715 - 153 Street,,Edmonton,AB,T5R1P1,(780) 484-3381
7557,Vernon Barford School,32 Fairway Drive,"
119 Street & 38 Avenue",Edmonton,AB,T6J2C1,(780) 413-2211
7559,Dickinsfield School,14320 - 88A Street,,Edmonton,AB,T5E6B6,(780) 476-4646
7561,Edith Rogers School,8308 Millwoods Road,,Edmonton,AB,T6K1Y7,(780) 462-3310
7563,kisêwâtisiwin School,1434 - 80 Street,,Edmonton,AB,T6K2C6,(780) 462-7954
7565,Ellerslie Campus,521 - 66 Street S.W.,,Edmonton,AB,T6X1A3,(780) 988-5556
7567,Horse Hill School,19355 Meridian Street N.E.,"
Site 7, P.O. Box 9, R.R. 6",Edmonton,AB,T5Y6E5,(780) 472-6029
7569,Winterburn School,9527 Winterburn Road N.W.,,Edmonton,AB,T5T5X9,(780) 447-3566
7570,T D Baker School,1750 Millwoods Road E.,,Edmonton,AB,T6L5C5,(780) 462-5496
7571,S Bruce Smith School,5545 - 184 Street,,Edmonton,AB,T6M2L9,(780) 444-4946
7572,Mary Butterworth School,16315 - 109 Street,,Edmonton,AB,T5X2R2,(780) 476-1480
7573,John D Bracco School,3150 - 139 Avenue,,Edmonton,AB,T5Y2P7,(780) 475-1760
7574,Kate Chegwin School,3119 - 48 Street,,Edmonton,AB,T6L6P5,(780) 469-0470
7575,Major General Griesbach School,304 Griesbach School Road NW,,Edmonton,AB,T5E6R8,(780) 456-9482
7701,Hospital School Campuses,10230 - 111 Avenue,,Edmonton,AB,T5G0B7,(780) 735-7987
7702,L Y Cairns School,10510 - 45 Avenue,,Edmonton,AB,T6H0A1,(780) 434-9561
7704,Braemar School,9359 - 67A Street,,Edmonton,AB,T6B1R7,(780) 468-3000
7706,Institutional Services Schools,18621 - 127 Street,,Edmonton,AB,T6V1B1,(780) 408-8209
7707,Aspen Program,11031 - 154 Street,,Edmonton,AB,T5P2K2,(780) 457-2485
7722,Learning Store at Londonderry,2014 Northgate Centre,"
9499 - 137 Avenue NW",Edmonton,AB,T5E5R8,(780) 457-3467
7723,Learning Store at Circle Square,11808 - St. Albert Trail,"
Suite 224",Edmonton,AB,T5L4G4,(780) 482-1407
7724,Learning Store at Blue Quill,360 Saddleback Road,,Edmonton,AB,T6J4R7,(780) 413-0263
7729,Rosecrest School,13515 - 107 Street,,Edmonton,AB,T5E4W3,(780) 475-3565
7730,Alberta School for the Deaf,6240 - 113 Street,,Edmonton,AB,T6H3L2,(780) 439-3323
7772,Tevie Miller Heritage School Program,6240 - 113 Street,,Edmonton,AB,T6H3L2,(780) 436-0465
7798,Out-of-District Program,Edmonton Public Schools,"
Centre for Educ., One Kingswa",Edmonton,AB,T5H4G9,(780) 429-8063
7901,Edmonton Islamic Academy,14525 127 Street,,Edmonton,AB,T6V0B3,(780) 454-4573
7905,Edmonton Christian High School,14304 - 109 Avenue,,Edmonton,AB,T5N1H6,(780) 408-7945
7909,Millwoods Christian School,8710 Millwoods Road,,Edmonton,AB,T6K3J3,(780) 462-2627
7911,Talmud Torah School,6320 - 172 Street,,Edmonton,AB,T5T6H1,(780) 487-9290
7914,Ivan Franko Ukrainian School,17711-89 Street,,Edmonton,AB,T5Z0A7,(780) 476-7529
7918,Dante Alighieri Italian School,14230 133 Ave NW,"
",Edmonton,AB,T5L4W4,(780) 471-6656
7920,Edmonton Bible Heritage Christian School,13054-112 Street,,Edmonton,AB,T5E6E6,(780) 454-3672
7925,German Language School Society of Edmonton,c/o Rio Terrace School,"
7608-154 Street",Edmonton,AB,T5R1R7,(780) 435-7540
7931,Meadowlark Christian School,9825 - 158 Street,,Edmonton,AB,T5P2X4,(780) 483-6476
7936,Coralwood Adventist Academy,12218-135 St Nw,,Edmonton,AB,T5L1X1,(780) 454-2173
7938,Progressive Academy,13212 - 106 Avenue,,Edmonton,AB,T5N1A3,(780) 455-8344
7946,Norquest College Tricentre,7802-101 Street,,Fort Saskatchewan,AB,T8L2P3,(780) 644-5809
7949,Hellenic-Canadian Community of Edmonton and Region,10450 - 116 Street,,Edmonton,AB,T5K2S4,(780) 454-2382
7951,Tempo School,5603 - 148 Street,,Edmonton,AB,T6H4T7,(780) 434-1190
7953,Edmonton Academy,"Unit 2, 810 Saddleback Road",,Edmonton,AB,T6J4W4,(780) 482-5449
7956,St. George's Hellenic Language School,10831 - 124 Street,,Edmonton,AB,T5M0H4,(780) 990-4628
7957,Gil Vicente School,8830-132 Avenue,,Edmonton,AB,T5E0X8,(780) 619-5957
7976,Clear Water Academy,3910 Quesnay Wood Drive SW,,Calgary,AB,T3E8G1,(403) 217-8448
7986,Solomon College,Suite 228,"
10621 - 100 Avenue",Edmonton,AB,T5J0B3,(780) 431-1515
7995,NorQuest College Edmonton,10215 - 108 Street,,Edmonton,AB,T5J1L6,(780) 644-5859
7996,Northern Alberta Institute of Technology,11762 - 106 Street,,Edmonton,AB,T5G2R1,(780) 471-7400
7999,Alberta Education,44 Capital Blvd,"
10044 - 108 Street",Edmonton,AB,T5J5E6,(780) 427-5318
8001,Annunciation Catholic Elementary School,9325 - 165 St NW,,Edmonton,AB,T5R2S5,(780) 484-4319
8002,Ecole Pere-Lacombe,10715 - 131A Avenue,,Edmonton,AB,T5E0X4,(780) 478-9389
8003,Father Leo Green Catholic Elementary School,7512 - 144 Ave NW,,Edmonton,AB,T5C2R7,(780) 476-0606
8004,H. E. Beriault Catholic Junior High School,8125 - 167 St NW,,Edmonton,AB,T5R2T7,(780) 489-5490
8007,Ecole Notre-Dame,15425 - 91 Avenue,,Edmonton,AB,T5R4Z7,(780) 484-6955
8010,Our Lady of Peace,15911 - 110 Ave NW,,Edmonton,AB,T5P1G2,(780) 489-1222
8011,Our Lady of Victories,7925 - 158 St NW,,Edmonton,AB,T5R2B9,(780) 489-7630
8013,St. Angela,13430 - 132A St NW,,Edmonton,AB,T5L1S3,(780) 455-9743
8016,St. Bernadette,11917 - 40 St NW,,Edmonton,AB,T5W2L1,(780) 474-4167
8018,St. Boniface,11810 - 40 Ave NW,,Edmonton,AB,T6J0R9,(780) 434-0294
8020,St. Dominic,5804 - 144 Ave NW,,Edmonton,AB,T5A1K5,(780) 476-9906
8022,St. Gerard,12415 - 85 St NW,,Edmonton,AB,T5B3H3,(780) 474-5208
8025,Ecole Ste-Jeanne-d'Arc,8505 - 68A Street,,Edmonton,AB,T6B0J9,(780) 466-1800
8028,St. Martin,11310 - 51 Ave NW,,Edmonton,AB,T6H0L7,(780) 434-4848
8029,St. Matthew,8735 - 132 Ave NW,,Edmonton,AB,T5E0X7,(780) 473-6575
8032,St. Stanislaus,3855 - 114 St NW,,Edmonton,AB,T6J1M3,(780) 434-0295
8034,St. Vladimir Elementary School,7510 - 132 Ave NW,,Edmonton,AB,T5C2A9,(780) 476-4613
8036,St. Jerome,3310 - 107 Ave NW,,Edmonton,AB,T5W0C7,(780) 479-5847
8037,St. Philip,8720 - 144 Ave NW,,Edmonton,AB,T5E3G7,(780) 475-3566
8038,St. Augustine,3808 - 106 St NW,,Edmonton,AB,T6J1A5,(780) 435-4949
8039,St. Monica School,14710 - 53 Ave NW,,Edmonton,AB,T6H4C6,(780) 436-7888
8040,St. Justin,8405 - 175 St NW,,Edmonton,AB,T5T0G9,(780) 487-2264
8041,St. Elizabeth,7712 - 36 Ave NW,,Edmonton,AB,T6K1H7,(780) 462-7022
8042,St. Anne,14105 - 94 St NW,,Edmonton,AB,T5E6B2,(780) 478-3288
8043,Katherine Therrien,15040 - 118 St NW,,Edmonton,AB,T5X1Y7,(780) 456-0175
8044,St. Hilda,7630 - 38 Ave NW,,Edmonton,AB,T6K2N2,(780) 462-3195
8045,St. Timothy,14330 - 117 St NW,,Edmonton,AB,T5X1S6,(780) 456-7375
8047,St. Maria Goretti,4214 - 127 Ave NW,,Edmonton,AB,T5A3K6,(780) 475-0158
8048,Bishop Savaryn Catholic Elementary School,16215 - 109 St NW,,Edmonton,AB,T5X2R2,(780) 456-7837
8049,Anne Fitzgerald Catholic Elementary School,699 Clareview Rd NW,,Edmonton,AB,T5A4G3,(780) 475-9619
8050,St. Martha,7240 - 180 St NW,,Edmonton,AB,T5T3B1,(780) 487-4594
8051,St. Teresa,11350 - 25 Ave NW,,Edmonton,AB,T6J5B1,(780) 437-6022
8053,John Paul I,5675 - 38 Ave NW,,Edmonton,AB,T6L2Z1,(780) 462-6448
8054,St. Bonaventure,3004 - 139 Ave NW,,Edmonton,AB,T5Y1R9,(780) 476-7257
8055,St. Lucy,11750 - 162 Ave NW,,Edmonton,AB,T5X4L9,(780) 456-0053
8056,St. Richard,5704 Millwoods Rd South NW,,Edmonton,AB,T6L3K9,(780) 463-5976
8057,St. Charles,10423 - 172 Ave NW,,Edmonton,AB,T5X4X4,(780) 456-5222
8058,Our Lady of The Prairies,17655 64 Ave NW,,Edmonton,AB,T5T4A6,(780) 481-0389
8059,Bishop Greschuk Catholic Elementary School,17330 - 91 St NW,,Edmonton,AB,T5Z3A1,(780) 472-2937
8060,Mary Hanley,3330 - 37 St NW,,Edmonton,AB,T6L5X1,(780) 461-2551
8061,Good Shepherd Catholic Elementary School,18111 - 57 Ave NW,,Edmonton,AB,T6M1W1,(780) 444-4299
8098,Ecole Maurice-Lavallee,8828 - 95 Street,,Edmonton,AB,T6C4H9,(780) 465-6457
8200,J. J. Bowlen Catholic Junior High School,6110 - 144 Ave NW,,Edmonton,AB,T5A1K5,(780) 475-3730
8202,Holy Child Catholic Elementary School,9844 - 110 St NW,,Edmonton,AB,T5K1J2,(780) 482-3676
8203,Holy Cross Catholic Elementary/Junior High School,15120 - 104 Ave NW,,Edmonton,AB,T5P0R5,(780) 489-1981
8205,Our Lady of Mount Carmel,10524 - 76 Ave NW,,Edmonton,AB,T6E1L3,(780) 433-1062
8207,Sir John Thompson,13525 - 132 Ave NW,,Edmonton,AB,T5L3R6,(780) 454-9202
8208,St. Alphonsus,11624 - 81 St NW,,Edmonton,AB,T5B2S2,(780) 477-2513
8212,St. Catherine,10915 - 110 St NW,,Edmonton,AB,T5H3E3,(780) 426-6933
8213,St. Cecilia,8830 - 132 Ave NW,,Edmonton,AB,T5E0X8,(780) 476-7695
8214,Ben Calf Robe - St. Clare Catholic Elementary/Junior High School,11833 - 64 St NW,,Edmonton,AB,T5W4J2,(780) 471-2360
8215,St. Edmund,11712 130 Ave NW,,Edmonton,AB,T5L1S3,(780) 453-1596
8216,St. Francis of Assisi,6614 - 129 Ave NW,,Edmonton,AB,T5C1V7,(780) 476-7634
8217,St. Gabriel,5540 - 106 Ave NW,,Edmonton,AB,T6A1G3,(780) 466-0220
8220,St. Leo,5412 - 121 Ave NW,,Edmonton,AB,T5W1N9,(780) 477-3372
8221,St. Mark,11625 - 135 St NW,,Edmonton,AB,T5M1L1,(780) 455-1684
8223,St. Nicholas,3643 - 115 Ave NW,,Edmonton,AB,T5W0V1,(780) 474-3713
8225,St. Paul,14410 - 96 Ave NW,,Edmonton,AB,T5N0C7,(780) 452-1510
8226,St. Pius X,12214 - 128 St NW,,Edmonton,AB,T5L1C5,(780) 453-3941
8227,St. Rose,8815 - 145 St NW,,Edmonton,AB,T5R0T7,(780) 483-2695
8228,St. Thomas More Junior High School,9610 - 165 St NW,,Edmonton,AB,T5P3S6,(780) 484-2434
8229,St. Vincent,10530 - 138 St NW,,Edmonton,AB,T5N2J6,(780) 452-4474
8230,St. Elizabeth Seton,3711 135 Ave NW,,Edmonton,AB,T5A2V6,(780) 478-7751
8231,St. Clement,7620 Mill Woods Rd South,,Edmonton,AB,T6K2P7,(780) 462-3806
8232,St. Benedict,18015 - 93 Ave NW,,Edmonton,AB,T5T1X5,(780) 487-2733
8234,Holy Family Catholic Elementary/Junior High School,1710 Mill Woods Rd East NW,,Edmonton,AB,T6L5C5,(780) 463-8858
8236,Frere Antoine Catholic Elementary School,2850 Millwoods Rd NW,,Edmonton,AB,T6K4A1,(780) 463-2957
8237,St. Mary,490 Rhatigan Road East NW,,Edmonton,AB,T6R2E2,(780) 988-6577
8238,St. Kateri Catholic School,3807 - 41 Ave NW,,Edmonton,AB,T6L6M3,(780) 440-3322
8287,Cardinal Leger Catholic Junior High School,8808 - 144 Ave NW,,Edmonton,AB,T5E3G7,(780) 475-6262
8402,Austin O’Brien Catholic High School,6110 - 95 Ave NW,,Edmonton,AB,T6B1A5,(780) 466-3161
